Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,,
TLND,Talend S.A.,37.17,$1.12B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd,,,
TNDM,"Tandem Diabetes Care, Inc.",46.45,$2.66B,2013,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm,,,
TLF,"Tandy Leather Factory, Inc.",5.6678,$51.88M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf,,,
TANH,Tantech Holdings Ltd.,1.56,$44.78M,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh,,,
TAOP,Taoping Inc.,1.1,$45.94M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/taop,,,
TEDU,"Tarena International, Inc.",6.33,$338.41M,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu,,,
MNGA,"Taronis Technologies, Inc.",0.9243,$8.78M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mnga,,,
TATT,TAT Technologies Ltd.,6.39,$56.71M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt,,,
TAYD,"Taylor Devices, Inc.",13.1928,$45.75M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tayd,,,
CGBD,"TCG BDC, Inc.",14.73,$921.64M,2017,n/a,n/a,https://www.nasdaq.com/symbol/cgbd,,,
TCRR,TCR2 Therapeutics Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcrr,,,
AMTD,TD Ameritrade Holding Corporation,55.59,$31.15B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd,,,
PETZ,"TDH Holdings, Inc.",0.6651,$6.27M,2017,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/petz,,,
TECD,Tech Data Corporation,100.39,$3.75B,1986,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd,,,
TCCO,Technical Communications Corporation,2.77,$5.12M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco,,,
TTGT,"TechTarget, Inc.",15.58,$432.98M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt,,,
TGLS,Tecnoglass Inc.,8.38,$314.54M,2012,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls,,,
TGEN,Tecogen Inc.,3.837,$95.23M,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen,,,
TNAV,"Telenav, Inc.",5.1,$232.26M,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnav,,,
TLGT,"Teligent, Inc.",1.61,$86.58M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlgt,,,
TELL,Tellurian Inc.,9.18,$2.21B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell,,,
TENB,"Tenable Holdings, Inc.",28.99,$2.7B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tenb,,,
TENX,"Tenax Therapeutics, Inc.",1.22,$3.68M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx,,,
TZAC,Tenzing Acquisition Corp.,10.05,$83.06M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzac,,,
TZACU,Tenzing Acquisition Corp.,10.17,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzacu,,,
TZACW,Tenzing Acquisition Corp.,0.17,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tzacw,,,
TER,"Teradyne, Inc.",38.91,$6.97B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter,,,
TERP,"TerraForm Power, Inc.",12.25,$2.56B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/terp,,,
TBNK,Territorial Bancorp Inc.,27.71,$267.29M,2009,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tbnk,,,
TSLA,"Tesla, Inc. ",311.81,$53.55B,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla,,,
TESS,TESSCO Technologies Incorporated,14.89,$125.87M,1994,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tess,,,
TTEK,"Tetra Tech, Inc.",56.62,$3.13B,1991,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/ttek,,,
TTPH,"Tetraphase Pharmaceuticals, Inc.",1.2,$64.35M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ttph,,,
TCBI,"Texas Capital Bancshares, Inc.",59.74,$3B,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbi,,,
TCBIL,"Texas Capital Bancshares, Inc.",25.6353,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbil,,,
TCBIP,"Texas Capital Bancshares, Inc.",25.48,$152.88M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbip,,,
TXN,Texas Instruments Incorporated,106.44,$100.6B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn,,,
TXRH,"Texas Roadhouse, Inc.",64.44,$4.61B,2004,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/txrh,,,
TFSL,TFS Financial Corporation,16.84,$4.72B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl,,,
TGTX,"TG Therapeutics, Inc.",4.53,$375.52M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx,,,
WTER,The Alkaline Water Company Inc.,3.7,$95.67M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wter,,,
ANDE,"The Andersons, Inc.",34.75,$1.14B,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande,,,
TBBK,"The Bancorp, Inc.",8.57,$483.74M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk,,,
BPRN,The Bank of Princeton,31.69,$210.77M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bprn,,,
CG,The Carlyle Group L.P.,18.66,$6.32B,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg,,,
TCGP,The Carlyle Group L.P.,22.27,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/tcgp,,,
CAKE,The Cheesecake Factory Incorporated,45.99,$2.08B,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cake,,,
CHEF,"The Chefs&#39; Warehouse, Inc.",35.74,$1.07B,2011,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef,,,
TCFC,The Community Financial Corporation,29.99,$167.27M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcfc,,,
DSGX,The Descartes Systems Group Inc.,32.34,$2.49B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dsgx,,,
DXYN,"The Dixie Group, Inc.",1.19,$19.59M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn,,,
ENSG,"The Ensign Group, Inc.",50.75,$2.67B,2007,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg,,,
XONE,The ExOne Company,10.88,$177.34M,2013,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/xone,,,
FBMS,"The First Bancshares, Inc.",32.8,$486.53M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbms,,,
FLIC,The First of Long Island Corporation,22.35,$568.2M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/flic,,,
GT,The Goodyear Tire & Rubber Company,18.52,$4.32B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gt,,,
HABT,"The Habit Restaurants, Inc.",10.5,$273.52M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/habt,,,
HCKT,"The Hackett Group, Inc.",19.25,$568.23M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hckt,,,
HAIN,"The Hain Celestial Group, Inc.",18.05,$1.88B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/hain,,,
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",5.69,$34.9M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cuba,,,
INTG,The Intergroup Corporation,31.7935,$74.07M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/intg,,,
JYNT,The Joint Corp.,8.79,$120.72M,2014,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/jynt,,,
KEYW,The KEYW Holding Corporation,6.58,$328.07M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/keyw,,,
KHC,The Kraft Heinz Company,48.11,$58.67B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc,,,
OLD,The Long-Term Care ETF,27.92,$2.79M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/old,,,
LOVE,The Lovesac Company,27.71,$375.06M,2018,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/love,,,
MSG,The Madison Square Garden Company,290.39,$6.9B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg,,,
MDCO,The Medicines Company,24.34,$1.8B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdco,,,
MEET,"The Meet Group, Inc.",5.46,$403.72M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/meet,,,
MIK,"The Michaels Companies, Inc.",13.11,$2.07B,2014,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik,,,
MIDD,The Middleby Corporation,123.56,$6.9B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd,,,
NAVG,"The Navigators Group, Inc.",69.81,$2.08B,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/navg,,,
SLIM,The Obesity ETF,34.3,$3.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slim,,,
STKS,"The ONE Group Hospitality, Inc.",3,$84.88M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks,,,
ORG,The Organics ETF,26.2006,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/org,,,
PRSC,The Providence Service Corporation,68.62,$879.09M,2003,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/prsc,,,
RMR,The RMR Group Inc.,69.5,$2.17B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/rmr,,,
SMPL,The Simply Good Foods Company,20.74,$1.7B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smpl,,,
TSG,The Stars Group Inc.,16.29,$4.45B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg,,,
TTD,"The Trade Desk, Inc.",152.98,$6.62B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd,,,
ULTI,"The Ultimate Software Group, Inc.",331.49,$11.93B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti,,,
YORW,The York Water Company,34.16,$441.75M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/yorw,,,
NCTY,The9 Limited,1.1725,$18.81M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ncty,,,
TXMD,"TherapeuticsMD, Inc.",5.61,$1.33B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/txmd,,,
TRPX,Therapix Biosciences Ltd.,4.02,$14.06M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx,,,
TBPH,"Theravance Biopharma, Inc.",26.66,$1.48B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tbph,,,
TST,"TheStreet, Inc.",2.19,$109.93M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tst,,,
TCRD,"THL Credit, Inc.",6.77,$221.2M,2010,n/a,n/a,https://www.nasdaq.com/symbol/tcrd,,,
TBRG,"Thunder Bridge Acquisition, Ltd.",10.08,$325.08M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrg,,,
TBRGU,"Thunder Bridge Acquisition, Ltd.",10.465,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgu,,,
TBRGW,"Thunder Bridge Acquisition, Ltd.",0.38,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgw,,,
TIBR,Tiberius Acquisition Corporation,9.98,$215.19M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibr,,,
TIBRU,Tiberius Acquisition Corporation,10.36,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibru,,,
TIBRW,Tiberius Acquisition Corporation,0.3216,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibrw,,,
TTTN,TigerShares China-U.S. Internet Titans ETF,26.3855,$8.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tttn,,,
TTS,"Tile Shop Hldgs, Inc.",7.11,$375.12M,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tts,,,
TLRY,"Tilray, Inc.",75.94,$7.14B,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/tlry,,,
TSBK,"Timberland Bancorp, Inc.",28.6,$237.76M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/tsbk,,,
TIPT,Tiptree Inc.,6.2,$222.81M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tipt,,,
TITN,Titan Machinery Inc.,19.78,$439.48M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/titn,,,
TMDI,Titan Medical Inc.,3.5,$77.4M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tmdi,,,
TTNP,"Titan Pharmaceuticals, Inc.",1.65,"$595,640.10 ",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ttnp,,,
TVTY,"Tivity Health, Inc.",21.17,$867.03M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/tvty,,,
TIVO,TiVo Corporation,10.9,$1.35B,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo,,,
TLSA,Tiziana Life Sciences plc,6,$81.88M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlsa,,,
TKKS,TKK Symphony Acquisition Corporation,9.86,$310.1M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkks,,,
TKKSR,TKK Symphony Acquisition Corporation,0.3,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksr,,,
TKKSU,TKK Symphony Acquisition Corporation,10.15,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksu,,,
TKKSW,TKK Symphony Acquisition Corporation,0.16,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksw,,,
TMUS,"T-Mobile US, Inc.",69.6,$59.18B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus,,,
TMSR,TMSR Holding Company Limited,2.78,$81.82M,2015,Finance,Business Services,https://www.nasdaq.com/symbol/tmsr,,,
TOCA,Tocagen Inc.,10.95,$218.49M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/toca,,,
TNXP,Tonix Pharmaceuticals Holding Corp.,1.84,$4.4M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tnxp,,,
TISA,"Top Image Systems, Ltd.",0.828,$15.29M,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tisa,,,
TOPS,TOP Ships Inc.,0.84,$19.59M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tops,,,
TRCH,"Torchlight Energy Resources, Inc.",1.18,$82.73M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch,,,
TRMD,TORM plc,5.99,$442.7M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/trmd,,,
TOTA,Tottenham Acquisition I Limited,10.02,$59.77M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tota,,,
TOTAR,Tottenham Acquisition I Limited,0.37,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totar,,,
TOTAU,Tottenham Acquisition I Limited,10.41,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totau,,,
TOTAW,Tottenham Acquisition I Limited,0.121,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totaw,,,
TBLT,"ToughBuilt Industries, Inc.",2.1,$20.73M,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tblt,,,
TBLTU,"ToughBuilt Industries, Inc.",5.3159,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltu,,,
TBLTW,"ToughBuilt Industries, Inc.",0.27,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltw,,,
TSEM,Tower Semiconductor Ltd.,16.2,$1.7B,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem,,,
CLUB,"Town Sports International Holdings, Inc.",5.68,$154.4M,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club,,,
TOWN,Towne Bank,27.1,$1.96B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/town,,,
TPIC,"TPI Composites, Inc.",31.08,$1.07B,2016,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic,,,
TCON,"TRACON Pharmaceuticals, Inc.",1.0671,$31.88M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcon,,,
TSCO,Tractor Supply Company,95.56,$11.66B,1994,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco,,,
TWMC,Trans World Entertainment Corp.,0.5789,$20.99M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/twmc,,,
TACT,TransAct Technologies Incorporated,10.435,$77.13M,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact,,,
TRNS,"Transcat, Inc.",24,$173.02M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns,,,
TGA,TransGlobe Energy Corporation,1.91,$137.91M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga,,,
TBIO,"Translate Bio, Inc.",7.23,$326.38M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio,,,
TA,TravelCenters of America LLC,5.01,$199.24M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta,,,
TANNI,TravelCenters of America LLC,25.95,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tanni,,,
TANNL,TravelCenters of America LLC,25.43,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannl,,,
TANNZ,TravelCenters of America LLC,25.285,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannz,,,
TZOO,Travelzoo,18.19,$220.3M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo,,,
TRMT,Tremont Mortgage Trust,9,$28.61M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt,,,
TRVN,"Trevena, Inc.",1.58,$130.07M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn,,,
TPCO,Tribune Publishing Company,10.52,$374.53M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco,,,
TCDA,"Tricida, Inc.",22.18,$933.84M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tcda,,,
TCBK,TriCo Bancshares,38.41,$1.17B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk,,,
TDAC,Trident Acquisitions Corp.,10.12,$266.22M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdac,,,
TDACU,Trident Acquisitions Corp.,10.28,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacu,,,
TDACW,Trident Acquisitions Corp.,0.19,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacw,,,
TRIL,Trillium Therapeutics Inc.,1.29,$18.95M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril,,,
TRS,TriMas Corporation,30.26,$1.39B,2007,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs,,,
TRMB,Trimble Inc.,38.98,$9.79B,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb,,,
TRIB,Trinity Biotech plc,2.65,$55.46M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib,,,
TMCX,Trinity Merger Corp.,10.16,$438.15M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcx,,,
TMCXU,Trinity Merger Corp.,10.48,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxu,,,
TMCXW,Trinity Merger Corp.,0.39,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxw,,,
TRIP,"TripAdvisor, Inc.",60.39,$8.31B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip,,,
TSC,"TriState Capital Holdings, Inc.",21.64,$634.05M,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/tsc,,,
TSCAP,"TriState Capital Holdings, Inc.",25.86,$757.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tscap,,,
TBK,"Triumph Bancorp, Inc.",30.83,$830.87M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk,,,
TRVG,trivago N.V.,5.69,$2B,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg,,,
TROV,"TrovaGene, Inc.",0.57,$13.73M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/trov,,,
TRUE,"TrueCar, Inc.",10.09,$1.05B,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true,,,
THST,"Truett-Hurst, Inc.",2.21,$10.11M,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/thst,,,
TRUP,"Trupanion, Inc.",28.99,$968.84M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup,,,
TRST,TrustCo Bank Corp NY,8.02,$775.21M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trst,,,
TRMK,Trustmark Corporation,33.58,$2.21B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trmk,,,
TSRI,"TSR, Inc.",5.2062,$10.21M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri,,,
TTEC,"TTEC Holdings, Inc.",33.45,$1.55B,1996,Technology,Professional Services,https://www.nasdaq.com/symbol/ttec,,,
TTMI,"TTM Technologies, Inc.",12.18,$1.26B,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi,,,
TC,TuanChe Limited,6.48,$510.46M,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tc,,,
TCX,Tucows Inc.,71.4,$758.84M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx,,,
TUES,Tuesday Morning Corp.,2.37,$110.92M,1999,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tues,,,
